INSERT INTO [scPessoa].[Telefone_Pessoa] (codigo_pais, codigo_area, telefone)
VALUES
('94', '30', '30962562'),
('2020-09-07 00:00:00', '2020-09-12 00:00:00', '516', '567', '403', '3', '1', '3', '1', '8201', '0', NULL),
('2020-09-07 00:00:00', '2020-09-12 00:00:00', '580', '252', '404', '5', '2', '3', '4', '6970', '0', NULL),
('2020-09-07 00:00:00', '2020-09-12 00:00:00', '432', '424', '405', '3', '3', '4', '2', '3153', '0', NULL),
('2020-09-07 00:00:00', '2020-09-12 00:00:00', '35', '817', '406', '4', '4', '1', '6', '3827', '0', '6'),
('2020-09-07 00:00:00', '2020-09-12 00:00:00', '11', '843', '407', '2', '5', '3', '3', '7817', '0', NULL),
('2020-09-07 00:00:00', '2020-09-12 00:00:00', '740', '800', '408', '4', '6', '2', '2', '1309', '0', '7'),
('2020-09-07 00:00:00', '2020-09-12 00:00:00', '157', '68', '409', '1', '7', '1', '1', '7151', '0', NULL),
('2020-09-07 00:00:00', '2020-09-12 00:00:00', '703', '458', '410', '2', '8', '3', '4', '2640', '0', NULL),
('2020-09-12 00:00:00', '2020-09-17 00:00:00', '534', '692', '411', '1', '1', '3', '6', '2410', '0', '8'),
('2020-09-12 00:00:00', '2020-09-17 00:00:00', '257', '288', '412', '4', '2', '4', '1', '7083', '0', NULL),
('2020-09-12 00:00:00', '2020-09-17 00:00:00', '483', '791', '413', '5', '3', '1', '4', '9817', '0', NULL),
('2020-09-12 00:00:00', '2020-09-17 00:00:00', '588', '742', '414', '3', '4', '2', '5', '8203', '0', NULL),
('2020-09-12 00:00:00', '2020-09-17 00:00:00', '189', '474', '415', '5', '5', '2', '4', '6787', '0', '4'),
('2020-09-12 00:00:00', '2020-09-17 00:00:00', '58', '496', '416', '4', '6', '4', '1', '7667', '0', '2'),
('2020-09-12 00:00:00', '2020-09-17 00:00:00', '421', '813', '417', '1', '7', '3', '3', '2482', '0', '3'),
('2020-09-12 00:00:00', '2020-09-17 00:00:00', '235', '297', '418', '3', '8', '3', '5', '7586', '0', NULL),
('2020-09-17 00:00:00', '2020-09-22 00:00:00', '690', '613', '419', '3', '1', '3', '5', '3922', '0', '3'),
('2020-09-17 00:00:00', '2020-09-22 00:00:00', '787', '697', '420', '3', '2', '4', '5', '7213', '0', '6'),
('2020-09-17 00:00:00', '2020-09-22 00:00:00', '603', '54', '421', '4', '3', '4', '1', '3849', '0', '7'),
('2020-09-17 00:00:00', '2020-09-22 00:00:00', '26', '77', '422', '3', '4', '1', '5', '1587', '0', NULL),
('2020-09-17 00:00:00', '2020-09-22 00:00:00', '385', '149', '423', '2', '5', '1', '2', '9681', '0', '2'),
('2020-09-17 00:00:00', '2020-09-22 00:00:00', '697', '639', '424', '4', '6', '3', '1', '7353', '0', '6'),
('2020-09-17 00:00:00', '2020-09-22 00:00:00', '206', '270', '425', '4', '7', '4', '6', '7949', '0', '3'),
('2020-09-17 00:00:00', '2020-09-22 00:00:00', '222', '104', '426', '1', '8', '1', '1', '7575', '0', '7'),
('2020-09-22 00:00:00', '2020-09-27 00:00:00', '180', '706', '427', '1', '1', '2', '6', '2496', '0', '4'),
('2020-09-22 00:00:00', '2020-09-27 00:00:00', '536', '499', '428', '1', '2', '3', '5', '3712', '0', NULL),
('2020-09-22 00:00:00', '2020-09-27 00:00:00', '564', '905', '429', '2', '3', '4', '1', '7345', '0', NULL),
('2020-09-22 00:00:00', '2020-09-27 00:00:00', '537', '273', '430', '1', '4', '2', '2', '1846', '0', '4'),
('2020-09-22 00:00:00', '2020-09-27 00:00:00', '76', '199', '431', '1', '5', '1', '4', '1787', '0', NULL),
('2020-09-22 00:00:00', '2020-09-27 00:00:00', '775', '949', '432', '1', '6', '2', '1', '7797', '0', '3'),
('2020-09-22 00:00:00', '2020-09-27 00:00:00', '672', '556', '433', '4', '7', '1', '2', '5928', '0', NULL),
('2020-09-22 00:00:00', '2020-09-27 00:00:00', '675', '656', '434', '3', '8', '3', '3', '6635', '0', '7'),
('2020-09-27 00:00:00', '2020-10-02 00:00:00', '328', '545', '435', '1', '1', '1', '2', '1608', '0', NULL),
('2020-09-27 00:00:00', '2020-10-02 00:00:00', '915', '397', '436', '2', '2', '3', '4', '9475', '0', NULL),
('2020-09-27 00:00:00', '2020-10-02 00:00:00', '414', '939', '437', '5', '3', '2', '1', '8952', '0', NULL),
('2020-09-27 00:00:00', '2020-10-02 00:00:00', '296', '412', '438', '2', '4', '3', '4', '5964', '0', '5'),
('2020-09-27 00:00:00', '2020-10-02 00:00:00', '836', '343', '439', '1', '5', '3', '4', '6459', '0', NULL),
('2020-09-27 00:00:00', '2020-10-02 00:00:00', '199', '298', '440', '2', '6', '3', '1', '5187', '0', '8'),
('2020-09-27 00:00:00', '2020-10-02 00:00:00', '559', '877', '441', '1', '7', '3', '5', '8443', '0', '7'),
('2020-09-27 00:00:00', '2020-10-02 00:00:00', '379', '649', '442', '2', '8', '1', '2', '6419', '0', NULL),
('2020-10-02 00:00:00', '2020-10-07 00:00:00', '218', '189', '443', '5', '1', '1', '4', '5250', '0', NULL),
('2020-10-02 00:00:00', '2020-10-07 00:00:00', '622', '536', '444', '1', '2', '2', '5', '7629', '0', '1'),
('2020-10-02 00:00:00', '2020-10-07 00:00:00', '639', '527', '445', '2', '3', '4', '1', '4531', '0', '8'),
('2020-10-02 00:00:00', '2020-10-07 00:00:00', '519', '304', '446', '5', '4', '3', '1', '1869', '0', NULL),
('2020-10-02 00:00:00', '2020-10-07 00:00:00', '419', '889', '447', '5', '5', '4', '5', '7785', '0', NULL),
('2020-10-02 00:00:00', '2020-10-07 00:00:00', '285', '627', '448', '5', '6', '3', '1', '7387', '0', '7'),
('2020-10-02 00:00:00', '2020-10-07 00:00:00', '143', '87', '449', '2', '7', '4', '1', '1113', '0', NULL),
('2020-10-02 00:00:00', '2020-10-07 00:00:00', '996', '356', '450', '5', '8', '4', '1', '6626', '0', NULL),
('2020-10-07 00:00:00', '2020-10-12 00:00:00', '686', '477', '451', '3', '1', '2', '4', '1260', '0', '5'),
('2020-10-07 00:00:00', '2020-10-12 00:00:00', '215', '289', '452', '4', '2', '1', '4', '9337', '0', NULL),
('2020-10-07 00:00:00', '2020-10-12 00:00:00', '110', '168', '453', '1', '3', '3', '2', '8013', '0', NULL),
('2020-10-07 00:00:00', '2020-10-12 00:00:00', '572', '174', '454', '1', '4', '1', '5', '7813', '0', '6'),
('2020-10-07 00:00:00', '2020-10-12 00:00:00', '313', '934', '455', '1', '5', '4', '5', '3575', '0', '5'),
('2020-10-07 00:00:00', '2020-10-12 00:00:00', '457', '675', '456', '1', '6', '4', '6', '1691', '0', '1'),
('2020-10-07 00:00:00', '2020-10-12 00:00:00', '133', '357', '457', '2', '7', '3', '5', '6808', '0', '8'),
('2020-10-07 00:00:00', '2020-10-12 00:00:00', '757', '988', '458', '2', '8', '1', '3', '8287', '0', NULL),
('2020-10-12 00:00:00', '2020-10-17 00:00:00', '717', '97', '459', '1', '1', '2', '4', '4024', '0', NULL),
('2020-10-12 00:00:00', '2020-10-17 00:00:00', '51', '716', '460', '4', '2', '3', '4', '4728', '0', '8'),
('2020-10-12 00:00:00', '2020-10-17 00:00:00', '389', '919', '461', '3', '3', '1', '3', '3259', '0', NULL),
('2020-10-12 00:00:00', '2020-10-17 00:00:00', '263', '982', '462', '2', '4', '4', '2', '1854', '0', NULL),
('2020-10-12 00:00:00', '2020-10-17 00:00:00', '672', '648', '463', '5', '5', '1', '4', '7560', '0', '5'),
('2020-10-12 00:00:00', '2020-10-17 00:00:00', '969', '466', '464', '2', '6', '4', '4', '3005', '0', '8'),
('2020-10-12 00:00:00', '2020-10-17 00:00:00', '826', '786', '465', '1', '7', '1', '2', '7986', '0', '2'),
('2020-10-12 00:00:00', '2020-10-17 00:00:00', '183', '58', '466', '5', '8', '4', '1', '7721', '0', NULL),
('2020-10-17 00:00:00', '2020-10-22 00:00:00', '404', '478', '467', '1', '1', '2', '2', '2902', '0', NULL),
('2020-10-17 00:00:00', '2020-10-22 00:00:00', '894', '106', '468', '4', '2', '2', '6', '1232', '0', NULL),
('2020-10-17 00:00:00', '2020-10-22 00:00:00', '92', '52', '469', '2', '3', '1', '6', '9940', '0', '4'),
('2020-10-17 00:00:00', '2020-10-22 00:00:00', '561', '955', '470', '4', '4', '3', '1', '8675', '0', NULL),
('2020-10-17 00:00:00', '2020-10-22 00:00:00', '879', '948', '471', '3', '5', '2', '4', '4014', '0', '2'),
('2020-10-17 00:00:00', '2020-10-22 00:00:00', '629', '686', '472', '4', '6', '2', '3', '6615', '0', '2'),
('2020-10-17 00:00:00', '2020-10-22 00:00:00', '999', '240', '473', '3', '7', '3', '5', '8129', '0', NULL),
('2020-10-17 00:00:00', '2020-10-22 00:00:00', '987', '507', '474', '4', '8', '1', '6', '8748', '0', NULL),
('2020-10-22 00:00:00', '2020-10-27 00:00:00', '576', '455', '475', '2', '1', '4', '2', '8306', '0', NULL),
('2020-10-22 00:00:00', '2020-10-27 00:00:00', '569', '227', '476', '2', '2', '4', '2', '5716', '0', NULL),
('2020-10-22 00:00:00', '2020-10-27 00:00:00', '222', '477', '477', '2', '3', '4', '5', '8318', '0', '8'),
('2020-10-22 00:00:00', '2020-10-27 00:00:00', '116', '982', '478', '1', '4', '4', '6', '8191', '0', NULL),
('2020-10-22 00:00:00', '2020-10-27 00:00:00', '690', '579', '479', '1', '5', '2', '3', '2473', '0', NULL),
('2020-10-22 00:00:00', '2020-10-27 00:00:00', '627', '192', '480', '4', '6', '2', '6', '9672', '0', '3'),
('2020-10-22 00:00:00', '2020-10-27 00:00:00', '110', '407', '481', '2', '7', '2', '6', '3269', '0', NULL),
('2020-10-22 00:00:00', '2020-10-27 00:00:00', '138', '331', '482', '1', '8', '3', '2', '9895', '0', NULL),
('2020-10-27 00:00:00', '2020-11-01 00:00:00', '234', '168', '483', '1', '1', '2', '3', '1401', '0', NULL),
('2020-10-27 00:00:00', '2020-11-01 00:00:00', '85', '995', '484', '4', '2', '1', '4', '7444', '0', NULL),
('2020-10-27 00:00:00', '2020-11-01 00:00:00', '317', '378', '485', '3', '3', '1', '5', '7686', '0', '2'),
('2020-10-27 00:00:00', '2020-11-01 00:00:00', '304', '403', '486', '3', '4', '1', '1', '3404', '0', '2'),
('2020-10-27 00:00:00', '2020-11-01 00:00:00', '556', '572', '487', '3', '5', '2', '3', '5931', '0', NULL),
('2020-10-27 00:00:00', '2020-11-01 00:00:00', '650', '419', '488', '3', '6', '2', '6', '2035', '0', NULL),
('2020-10-27 00:00:00', '2020-11-01 00:00:00', '200', '663', '489', '5', '7', '1', '2', '8874', '0', '6'),
('2020-10-27 00:00:00', '2020-11-01 00:00:00', '340', '387', '490', '5', '8', '2', '5', '6114', '0', NULL),
('2020-11-01 00:00:00', '2020-11-06 00:00:00', '571', '864', '491', '4', '1', '2', '5', '6523', '0', '8'),
('2020-11-01 00:00:00', '2020-11-06 00:00:00', '32', '663', '492', '4', '2', '3', '3', '3363', '0', '6'),
('2020-11-01 00:00:00', '2020-11-06 00:00:00', '800', '697', '493', '1', '3', '2', '3', '7332', '0', NULL),
('2020-11-01 00:00:00', '2020-11-06 00:00:00', '486', '212', '494', '2', '4', '3', '4', '9081', '0', NULL),
('2020-11-01 00:00:00', '2020-11-06 00:00:00', '496', '512', '495', '5', '5', '3', '1', '1476', '0', '4'),
('2020-11-01 00:00:00', '2020-11-06 00:00:00', '345', '839', '496', '2', '6', '3', '2', '2476', '0', '4'),
('2020-11-01 00:00:00', '2020-11-06 00:00:00', '370', '991', '497', '1', '7', '3', '3', '9014', '0', NULL),
('2020-11-01 00:00:00', '2020-11-06 00:00:00', '274', '648', '498', '4', '8', '1', '3', '9895', '0', NULL),
('2020-11-06 00:00:00', '2020-11-11 00:00:00', '789', '749', '499', '3', '1', '2', '4', '9887', '0', NULL),
('2020-11-06 00:00:00', '2020-11-11 00:00:00', '141', '467', '500', '3', '2', '1', '6', '1648', '0', '6'),
('2020-11-06 00:00:00', '2020-11-11 00:00:00', '116', '956', '501', '5', '3', '2', '3', '4372', '0', NULL),
('2020-11-06 00:00:00', '2020-11-11 00:00:00', '826', '15', '502', '5', '4', '4', '6', '9141', '0', NULL),
('2020-11-06 00:00:00', '2020-11-11 00:00:00', '684', '350', '503', '5', '5', '4', '5', '2179', '0', '3'),
('2020-11-06 00:00:00', '2020-11-11 00:00:00', '480', '933', '504', '4', '6', '3', '5', '6566', '0', NULL),
('2020-11-06 00:00:00', '2020-11-11 00:00:00', '136', '431', '505', '5', '7', '4', '4', '1710', '0', '2'),
('2020-11-06 00:00:00', '2020-11-11 00:00:00', '496', '517', '506', '3', '8', '1', '4', '9668', '0', NULL),
('2020-11-11 00:00:00', '2020-11-16 00:00:00', '99', '617', '507', '1', '1', '2', '3', '8028', '0', '6'),
('2020-11-11 00:00:00', '2020-11-16 00:00:00', '506', '143', '508', '1', '2', '4', '2', '7734', '0', '3'),
('2020-11-11 00:00:00', '2020-11-16 00:00:00', '451', '805', '509', '2', '3', '1', '3', '3295', '0', '3'),
('2020-11-11 00:00:00', '2020-11-16 00:00:00', '108', '102', '510', '3', '4', '3', '6', '4878', '0', NULL),
('2020-11-11 00:00:00', '2020-11-16 00:00:00', '588', '805', '511', '4', '5', '1', '2', '1627', '0', '8'),
('2020-11-11 00:00:00', '2020-11-16 00:00:00', '347', '128', '512', '1', '6', '1', '3', '1705', '0', '7'),
('2020-11-11 00:00:00', '2020-11-16 00:00:00', '477', '443', '513', '4', '7', '2', '1', '1544', '0', NULL),
('2020-11-11 00:00:00', '2020-11-16 00:00:00', '107', '691', '514', '5', '8', '3', '3', '1782', '0', NULL),
('2020-11-16 00:00:00', '2020-11-21 00:00:00', '405', '791', '515', '4', '1', '1', '1', '7434', '0', '5'),
('2020-11-16 00:00:00', '2020-11-21 00:00:00', '447', '748', '516', '1', '2', '4', '1', '3285', '0', NULL),
('2020-11-16 00:00:00', '2020-11-21 00:00:00', '404', '982', '517', '5', '3', '2', '4', '7617', '0', NULL),
('2020-11-16 00:00:00', '2020-11-21 00:00:00', '612', '428', '518', '1', '4', '3', '4', '7834', '0', '8'),
('2020-11-16 00:00:00', '2020-11-21 00:00:00', '205', '212', '519', '4', '5', '1', '2', '3704', '0', '3'),
('2020-11-16 00:00:00', '2020-11-21 00:00:00', '132', '596', '520', '1', '6', '1', '2', '5724', '0', NULL),
('2020-11-16 00:00:00', '2020-11-21 00:00:00', '551', '85', '521', '3', '7', '2', '2', '3764', '0', '3'),
('2020-11-16 00:00:00', '2020-11-21 00:00:00', '459', '847', '522', '2', '8', '3', '3', '2029', '0', '8'),
('2020-11-21 00:00:00', '2020-11-26 00:00:00', '618', '501', '523', '3', '1', '3', '5', '8453', '0', '8'),
('2020-11-21 00:00:00', '2020-11-26 00:00:00', '192', '699', '524', '1', '2', '1', '1', '3450', '0', NULL),
('2020-11-21 00:00:00', '2020-11-26 00:00:00', '931', '260', '525', '5', '3', '1', '6', '2154', '0', '1'),
('2020-11-21 00:00:00', '2020-11-26 00:00:00', '384', '832', '526', '4', '4', '1', '1', '1476', '0', NULL),
('2020-11-21 00:00:00', '2020-11-26 00:00:00', '621', '540', '527', '1', '5', '1', '1', '6345', '0', NULL),
('2020-11-21 00:00:00', '2020-11-26 00:00:00', '405', '110', '528', '1', '6', '1', '6', '7626', '0', '4'),
('2020-11-21 00:00:00', '2020-11-26 00:00:00', '386', '877', '529', '3', '7', '2', '3', '5766', '0', '3'),
('2020-11-21 00:00:00', '2020-11-26 00:00:00', '274', '140', '530', '5', '8', '4', '6', '6626', '0', '8'),
('2020-11-26 00:00:00', '2020-12-01 00:00:00', '85', '22', '531', '4', '1', '2', '4', '6172', '0', '8'),
('2020-11-26 00:00:00', '2020-12-01 00:00:00', '878', '51', '532', '2', '2', '2', '2', '6797', '0', NULL),
('2020-11-26 00:00:00', '2020-12-01 00:00:00', '421', '38', '533', '5', '3', '1', '1', '2599', '0', NULL),
('2020-11-26 00:00:00', '2020-12-01 00:00:00', '339', '126', '534', '3', '4', '1', '1', '5202', '0', '7'),
('2020-11-26 00:00:00', '2020-12-01 00:00:00', '866', '707', '535', '3', '5', '4', '1', '7385', '0', '8'),
('2020-11-26 00:00:00', '2020-12-01 00:00:00', '170', '597', '536', '2', '6', '1', '2', '5062', '0', '1'),
('2020-11-26 00:00:00', '2020-12-01 00:00:00', '320', '885', '537', '2', '7', '2', '3', '3495', '0', NULL),
('2020-11-26 00:00:00', '2020-12-01 00:00:00', '15', '188', '538', '4', '8', '1', '6', '8517', '0', '8'),
('2020-12-01 00:00:00', '2020-12-06 00:00:00', '113', '670', '539', '1', '1', '4', '2', '6318', '0', NULL),
('2020-12-01 00:00:00', '2020-12-06 00:00:00', '454', '93', '540', '3', '2', '4', '1', '9888', '0', NULL),
('2020-12-01 00:00:00', '2020-12-06 00:00:00', '978', '103', '541', '2', '3', '2', '1', '5096', '0', NULL),
('2020-12-01 00:00:00', '2020-12-06 00:00:00', '955', '284', '542', '4', '4', '1', '1', '3715', '0', NULL),
('2020-12-01 00:00:00', '2020-12-06 00:00:00', '896', '84', '543', '5', '5', '1', '2', '1628', '0', '8'),
('2020-12-01 00:00:00', '2020-12-06 00:00:00', '737', '389', '544', '1', '6', '3', '1', '2332', '0', '8'),
('2020-12-01 00:00:00', '2020-12-06 00:00:00', '527', '432', '545', '5', '7', '4', '2', '7799', '0', '8'),
('2020-12-01 00:00:00', '2020-12-06 00:00:00', '466', '52', '546', '5', '8', '4', '2', '6744', '0', '6'),
('2020-12-06 00:00:00', '2020-12-11 00:00:00', '10', '237', '547', '3', '1', '1', '2', '6392', '0', '7'),
('2020-12-06 00:00:00', '2020-12-11 00:00:00', '293', '292', '548', '3', '2', '4', '6', '8794', '0', NULL),
('2020-12-06 00:00:00', '2020-12-11 00:00:00', '538', '917', '549', '3', '3', '1', '2', '6252', '0', NULL),
('2020-12-06 00:00:00', '2020-12-11 00:00:00', '60', '832', '550', '2', '4', '1', '1', '3132', '0', '1'),
('2020-12-06 00:00:00', '2020-12-11 00:00:00', '146', '125', '551', '1', '5', '4', '6', '2974', '0', '2'),
('2020-12-06 00:00:00', '2020-12-11 00:00:00', '610', '439', '552', '1', '6', '2', '5', '7470', '0', '2'),
('2020-12-06 00:00:00', '2020-12-11 00:00:00', '499', '443', '553', '1', '7', '1', '6', '3286', '0', NULL),
('2020-12-06 00:00:00', '2020-12-11 00:00:00', '978', '797', '554', '1', '8', '4', '4', '2510', '0', '6'),
('2020-12-11 00:00:00', '2020-12-16 00:00:00', '949', '605', '555', '2', '1', '4', '3', '1334', '0', NULL),
('2020-12-11 00:00:00', '2020-12-16 00:00:00', '344', '996', '556', '1', '2', '2', '1', '3643', '0', '3'),
('2020-12-11 00:00:00', '2020-12-16 00:00:00', '630', '102', '557', '3', '3', '4', '5', '6188', '0', '8'),
('2020-12-11 00:00:00', '2020-12-16 00:00:00', '838', '400', '558', '1', '4', '4', '5', '8929', '0', NULL),
('2020-12-11 00:00:00', '2020-12-16 00:00:00', '954', '417', '559', '1', '5', '1', '4', '3977', '0', '8'),
('2020-12-11 00:00:00', '2020-12-16 00:00:00', '986', '44', '560', '4', '6', '1', '4', '9590', '0', '2'),
('2020-12-11 00:00:00', '2020-12-16 00:00:00', '840', '187', '561', '2', '7', '1', '5', '3910', '0', NULL),
('2020-12-11 00:00:00', '2020-12-16 00:00:00', '472', '798', '562', '1', '8', '2', '3', '4839', '0', '4'),
('2020-12-16 00:00:00', '2020-12-21 00:00:00', '971', '596', '563', '1', '1', '4', '6', '9903', '0', '1'),
('2020-12-16 00:00:00', '2020-12-21 00:00:00', '554', '963', '564', '1', '2', '3', '4', '6605', '0', NULL),
('2020-12-16 00:00:00', '2020-12-21 00:00:00', '482', '400', '565', '3', '3', '2', '1', '9608', '0', NULL),
('2020-12-16 00:00:00', '2020-12-21 00:00:00', '418', '993', '566', '2', '4', '1', '5', '4803', '0', NULL),
('2020-12-16 00:00:00', '2020-12-21 00:00:00', '202', '242', '567', '4', '5', '1', '2', '8346', '0', '6'),
('2020-12-16 00:00:00', '2020-12-21 00:00:00', '99', '184', '568', '2', '6', '2', '2', '2470', '0', NULL),
('2020-12-16 00:00:00', '2020-12-21 00:00:00', '453', '174', '569', '5', '7', '4', '2', '4001', '0', '6'),
('2020-12-16 00:00:00', '2020-12-21 00:00:00', '781', '707', '570', '1', '8', '4', '6', '7449', '0', '4'),
('2020-12-21 00:00:00', '2020-12-26 00:00:00', '728', '696', '571', '5', '1', '4', '4', '2518', '0', NULL),
('2020-12-21 00:00:00', '2020-12-26 00:00:00', '32', '542', '572', '5', '2', '3', '3', '4345', '0', NULL),
('2020-12-21 00:00:00', '2020-12-26 00:00:00', '118', '869', '573', '4', '3', '4', '2', '6967', '0', NULL),
('2020-12-21 00:00:00', '2020-12-26 00:00:00', '886', '866', '574', '4', '4', '2', '4', '6413', '0', NULL),
('2020-12-21 00:00:00', '2020-12-26 00:00:00', '352', '514', '575', '2', '5', '2', '6', '5828', '0', '6'),
('2020-12-21 00:00:00', '2020-12-26 00:00:00', '482', '899', '576', '2', '6', '2', '1', '6400', '0', '7'),
('2020-12-21 00:00:00', '2020-12-26 00:00:00', '583', '830', '577', '4', '7', '2', '3', '6515', '0', '5'),
('2020-12-21 00:00:00', '2020-12-26 00:00:00', '604', '652', '578', '5', '8', '3', '6', '6096', '0', '7'),
('2020-12-26 00:00:00', '2020-12-31 00:00:00', '414', '228', '579', '4', '1', '2', '5', '8018', '0', '8'),
('2020-12-26 00:00:00', '2020-12-31 00:00:00', '316', '135', '580', '4', '2', '1', '6', '2044', '0', NULL),
('2020-12-26 00:00:00', '2020-12-31 00:00:00', '425', '713', '581', '4', '3', '1', '4', '3656', '0', NULL),
('2020-12-26 00:00:00', '2020-12-31 00:00:00', '324', '461', '582', '3', '4', '2', '6', '3136', '0', NULL),
('2020-12-26 00:00:00', '2020-12-31 00:00:00', '99', '867', '583', '2', '5', '4', '3', '4688', '0', '8'),
('2020-12-26 00:00:00', '2020-12-31 00:00:00', '167', '298', '584', '3', '6', '2', '6', '2258', '0', '4'),
('2020-12-26 00:00:00', '2020-12-31 00:00:00', '423', '626', '585', '1', '7', '2', '2', '1175', '0', NULL),
('2020-12-26 00:00:00', '2020-12-31 00:00:00', '311', '784', '586', '2', '8', '1', '4', '1677', '0', NULL),
('2020-12-31 00:00:00', '2021-01-05 00:00:00', '238', '101', '587', '4', '1', '2', '6', '3453', '0', NULL),
('2020-12-31 00:00:00', '2021-01-05 00:00:00', '371', '262', '588', '2', '2', '2', '6', '8302', '0', '5'),
('2020-12-31 00:00:00', '2021-01-05 00:00:00', '354', '345', '589', '5', '3', '4', '4', '1928', '0', '7'),
('2020-12-31 00:00:00', '2021-01-05 00:00:00', '932', '545', '590', '5', '4', '2', '5', '4293', '0', NULL),
('2020-12-31 00:00:00', '2021-01-05 00:00:00', '717', '619', '591', '1', '5', '2', '6', '3747', '0', '4'),
('2020-12-31 00:00:00', '2021-01-05 00:00:00', '755', '531', '592', '1', '6', '4', '1', '8781', '0', '3'),
('2020-12-31 00:00:00', '2021-01-05 00:00:00', '706', '813', '593', '3', '7', '1', '5', '5096', '0', '1'),
('2020-12-31 00:00:00', '2021-01-05 00:00:00', '746', '209', '594', '4', '8', '3', '6', '2969', '0', NULL),
